region,category,footprint
AT,EUR_HE0111,594.0997925821708
AT,EUR_HE0112,215.44221775136504
AT,EUR_HE0113,76.81447951837251
AT,EUR_HE0114,196.52326577206415
AT,EUR_HE0115,140.24161568298848
AT,EUR_HE0116,671.6729993995592
AT,EUR_HE0117,671.6729993995592
AT,EUR_HE0118,212.67197263786747
AT,EUR_HE0119,602.2168337244893
AT,EUR_HE012,388.4219924153803
AT,EUR_HE021,388.4219924153803
AT,EUR_HE0220,43.737025673852536
AT,EUR_HE031,338.38702362350176
AT,EUR_HE032,201.02309262580908
AT,EUR_HE041,998.9285404244071
AT,EUR_HE042,998.9285404244071
AT,EUR_HE043,849.0879651407154
AT,EUR_HE044,400.1644728005655
AT,EUR_HE0451,1028.073761285691
AT,EUR_HE0452,1838.76552037498
AT,EUR_HE0453,79.05675279963131
AT,EUR_HE0454,462.60416732200673
AT,EUR_HE0455,5159.340745148762
AT,EUR_HE0511,468.65469228211884
AT,EUR_HE0512,438.6700643102401
AT,EUR_HE0513,442.63672443044004
AT,EUR_HE0520,404.48575928285345
AT,EUR_HE053,398.6166843861455
AT,EUR_HE0540,261.84134515757
AT,EUR_HE055,439.3110084893393
AT,EUR_HE0561,933.3985195073831
AT,EUR_HE0562,320.59845677515426
AT,EUR_HE061,1303.1892131555235
AT,EUR_HE062,730.3554035508462
AT,EUR_HE0630,730.3554035508462
AT,EUR_HE071,170.82359096048145
AT,EUR_HE0721,379.7293123950906
AT,EUR_HE0722,1678.3776546338283
AT,EUR_HE0723,162.64038567574838
AT,EUR_HE0724,440.66276985887873
AT,EUR_HE0731,1088.130557803282
AT,EUR_HE0732,622.3982931137797
AT,EUR_HE0733,3097.5573849111506
AT,EUR_HE0734,1146.6456059548132
AT,EUR_HE0735,547.4356750972845
AT,EUR_HE0736,659.658513015104
AT,EUR_HE08,203.35286417216247
AT,EUR_HE091,287.894856983394
AT,EUR_HE092,419.6585206098094
AT,EUR_HE093,282.1329593352723
AT,EUR_HE094,117.72159359638978
AT,EUR_HE095,794.8456469542231
AT,EUR_HE0960,945.0327784747744
AT,EUR_HE10,337.0659771230389
AT,EUR_HE111,792.6603770402425
AT,EUR_HE1120,792.6603770402425
AT,EUR_HE121,689.4105924602618
AT,EUR_HE1231,377.71510651948216
AT,EUR_HE1232,722.9865847925419
AT,EUR_HE1240,16.681107651516346
AT,EUR_HE125,127.93791607740297
AT,EUR_HE1262,126.28719999299737
AT,EUR_HE1270,228.50044715806658
BE,EUR_HE0111,1171.9613149810175
BE,EUR_HE0112,398.7691074114385
BE,EUR_HE0113,167.00526311143696
BE,EUR_HE0114,528.6304074504077
BE,EUR_HE0115,396.3143034315122
BE,EUR_HE0116,1168.3415269054692
BE,EUR_HE0117,1168.3415269054692
BE,EUR_HE0118,498.91295751066696
BE,EUR_HE0119,1087.349731439609
BE,EUR_HE012,668.7973200055218
BE,EUR_HE021,668.7973200055218
BE,EUR_HE0220,282.9750056992986
BE,EUR_HE031,672.3403279897371
BE,EUR_HE032,366.8053561860667
BE,EUR_HE041,735.3452763439453
BE,EUR_HE042,735.3452763439453
BE,EUR_HE043,708.7122896762771
BE,EUR_HE044,361.762335259036
BE,EUR_HE0451,2481.277937316682
BE,EUR_HE0452,4096.76834733479
BE,EUR_HE0453,191.11640549263697
BE,EUR_HE0454,625.86486261026
BE,EUR_HE0455,2725.452169444906
BE,EUR_HE0511,1035.2598904000329
BE,EUR_HE0512,939.7215551720067
BE,EUR_HE0513,778.5189354468815
BE,EUR_HE0520,889.5144459862443
BE,EUR_HE053,587.6511527059798
BE,EUR_HE0540,456.6671362196289
BE,EUR_HE055,863.889138780402
BE,EUR_HE0561,4096.683478434258
BE,EUR_HE0562,862.4789314286201
BE,EUR_HE061,6268.030507989366
BE,EUR_HE062,1067.8173891131435
BE,EUR_HE0630,1067.8173891131435
BE,EUR_HE071,255.436396828931
BE,EUR_HE0721,348.164025255869
BE,EUR_HE0722,1731.862703886594
BE,EUR_HE0723,279.3979797788154
BE,EUR_HE0724,946.497894632419
BE,EUR_HE0731,507.48672696952156
BE,EUR_HE0732,535.9577002833362
BE,EUR_HE0733,2567.3238901697573
BE,EUR_HE0734,2271.595113809347
BE,EUR_HE0735,384.0910396716227
BE,EUR_HE0736,526.4763253170528
BE,EUR_HE08,452.7140574049507
BE,EUR_HE091,317.5935721265479
BE,EUR_HE092,527.4563500596139
BE,EUR_HE093,613.8390680207693
BE,EUR_HE094,232.76225876584147
BE,EUR_HE095,418.6393966921958
BE,EUR_HE0960,1130.4404514802054
BE,EUR_HE10,437.8429584391947
BE,EUR_HE111,733.5332462511517
BE,EUR_HE1120,733.5332462511517
BE,EUR_HE121,1010.5209099252141
BE,EUR_HE1231,753.9468719132074
BE,EUR_HE1232,505.3200227151549
BE,EUR_HE1240,30.09053608268253
BE,EUR_HE125,251.3847116183763
BE,EUR_HE1262,210.35660664598856
BE,EUR_HE1270,416.26738651507213
BG,EUR_HE0111,209.00290270847555
BG,EUR_HE0112,68.82266746583308
BG,EUR_HE0113,20.889503271100008
BG,EUR_HE0114,73.97438198006975
BG,EUR_HE0115,55.39287812689451
BG,EUR_HE0116,274.3126278215934
BG,EUR_HE0117,274.3126278215934
BG,EUR_HE0118,75.4234742638339
BG,EUR_HE0119,212.6559633865225
BG,EUR_HE012,135.2865294689697
BG,EUR_HE021,135.2865294689697
BG,EUR_HE0220,142.56823693521014
BG,EUR_HE031,103.03664619382167
BG,EUR_HE032,58.90440169780305
BG,EUR_HE041,174.96184282965035
BG,EUR_HE042,174.96184282965035
BG,EUR_HE043,271.9712514112321
BG,EUR_HE044,367.4659951933766
BG,EUR_HE0451,870.9537873196595
BG,EUR_HE0452,1987.698661126782
BG,EUR_HE0453,39.83079800828652
BG,EUR_HE0454,65.76183602882097
BG,EUR_HE0455,6969.834863500465
BG,EUR_HE0511,95.64988505233677
BG,EUR_HE0512,108.6685734295086
BG,EUR_HE0513,98.3713335060535
BG,EUR_HE0520,133.2890252562794
BG,EUR_HE053,119.82699223884072
BG,EUR_HE0540,78.49962805606314
BG,EUR_HE055,115.09586929535884
BG,EUR_HE0561,328.2345302030853
BG,EUR_HE0562,157.84956200487477
BG,EUR_HE061,471.61192266069594
BG,EUR_HE062,35.329153992098696
BG,EUR_HE0630,35.329153992098696
BG,EUR_HE071,26.651465732543112
BG,EUR_HE0721,57.89596841367311
BG,EUR_HE0722,278.5089917277451
BG,EUR_HE0723,42.724134902508595
BG,EUR_HE0724,208.5842295108311
BG,EUR_HE0731,158.50862194514295
BG,EUR_HE0732,165.67477316995877
BG,EUR_HE0733,368.26397404396033
BG,EUR_HE0734,212.8841201615594
BG,EUR_HE0735,170.3415800342825
BG,EUR_HE0736,189.69833549901387
BG,EUR_HE08,44.66233140810648
BG,EUR_HE091,58.55438486001937
BG,EUR_HE092,56.01752769656495
BG,EUR_HE093,61.69619656942942
BG,EUR_HE094,31.1232061451603
BG,EUR_HE095,57.555784317038395
BG,EUR_HE0960,107.64389452105802
BG,EUR_HE10,47.970069696089205
BG,EUR_HE111,60.530764386425034
BG,EUR_HE1120,60.530764386425034
BG,EUR_HE121,43.00683587048054
BG,EUR_HE1231,73.75351819658773
BG,EUR_HE1232,71.4970724468785
BG,EUR_HE1240,0.9956909539430226
BG,EUR_HE125,63.77025329674602
BG,EUR_HE1262,212.38385294933147
BG,EUR_HE1270,55.02641768920556
CY,EUR_HE0111,45.820370679292566
CY,EUR_HE0112,15.611761439700482
CY,EUR_HE0113,11.923217662501553
CY,EUR_HE0114,17.088095848407395
CY,EUR_HE0115,14.031570936547316
CY,EUR_HE0116,70.96861083763922
CY,EUR_HE0117,70.96861083763922
CY,EUR_HE0118,16.77530664266001
CY,EUR_HE0119,41.829255495076225
CY,EUR_HE012,30.25066731756699
CY,EUR_HE021,30.25066731756699
CY,EUR_HE0220,22.950206743806998
CY,EUR_HE031,29.298822216886535
CY,EUR_HE032,14.817915345053605
CY,EUR_HE041,18.365368559993343
CY,EUR_HE042,18.365368559993343
CY,EUR_HE043,42.248089333327
CY,EUR_HE044,23.74549775137116
CY,EUR_HE0451,70.4710645028009
CY,EUR_HE0452,37.769938130133504
CY,EUR_HE0453,33.27568502856664
CY,EUR_HE0454,63.672775917930345
CY,EUR_HE0455,208.38202854470217
CY,EUR_HE0511,63.23288426185029
CY,EUR_HE0512,49.31916343910679
CY,EUR_HE0513,49.222125154690545
CY,EUR_HE0520,36.741671953092556
CY,EUR_HE053,48.61731216362821
CY,EUR_HE0540,34.58282587960907
CY,EUR_HE055,55.504189109526706
CY,EUR_HE0561,229.87519925557368
CY,EUR_HE0562,14.558929991339621
CY,EUR_HE061,354.94392064126447
CY,EUR_HE062,40.50224792230252
CY,EUR_HE0630,40.50224792230252
CY,EUR_HE071,12.6373048501186
CY,EUR_HE0721,36.872585789121416
CY,EUR_HE0722,186.62024258318453
CY,EUR_HE0723,13.744791897213757
CY,EUR_HE0724,53.185870661677164
CY,EUR_HE0731,29.548500184658103
CY,EUR_HE0732,26.910905198201664
CY,EUR_HE0733,473.5450268036784
CY,EUR_HE0734,2053.608602351838
CY,EUR_HE0735,13.424404076838545
CY,EUR_HE0736,21.195451438653976
CY,EUR_HE08,11.721584826943548
CY,EUR_HE091,15.988182282149868
CY,EUR_HE092,24.291032762415817
CY,EUR_HE093,37.67253076278424
CY,EUR_HE094,14.717122151221089
CY,EUR_HE095,7.386566131963266
CY,EUR_HE0960,86.5741101055801
CY,EUR_HE10,4.089787193101244
CY,EUR_HE111,61.57444983616538
CY,EUR_HE1120,61.57444983616538
CY,EUR_HE121,38.96549618558061
CY,EUR_HE1231,43.38083842241975
CY,EUR_HE1232,12.790375387434576
CY,EUR_HE1240,1.5528646981817271
CY,EUR_HE125,8.852008654947822
CY,EUR_HE1262,14.57589747600095
CY,EUR_HE1270,10.841680680489794
CZ,EUR_HE0111,501.3493392643557
CZ,EUR_HE0112,141.01747534194374
CZ,EUR_HE0113,67.6469829236277
CZ,EUR_HE0114,292.26722213457185
CZ,EUR_HE0115,206.21914277078417
CZ,EUR_HE0116,501.9472862245667
CZ,EUR_HE0117,501.9472862245667
CZ,EUR_HE0118,258.68895183520317
CZ,EUR_HE0119,480.36076051186564
CZ,EUR_HE012,327.16487848939903
CZ,EUR_HE021,327.16487848939903
CZ,EUR_HE0220,61.7248625191508
CZ,EUR_HE031,177.7789697847843
CZ,EUR_HE032,91.67802083901914
CZ,EUR_HE041,2184.4218458535793
CZ,EUR_HE042,2184.4218458535793
CZ,EUR_HE043,1632.1515145079327
CZ,EUR_HE044,409.05435207313667
CZ,EUR_HE0451,904.529318050628
CZ,EUR_HE0452,8466.729395187864
CZ,EUR_HE0453,52.65272504390162
CZ,EUR_HE0454,225.62048993200776
CZ,EUR_HE0455,30846.942845955153
CZ,EUR_HE0511,273.01433631920395
CZ,EUR_HE0512,253.4592741518257
CZ,EUR_HE0513,290.8756587162383
CZ,EUR_HE0520,229.65769886524103
CZ,EUR_HE053,421.01119338536466
CZ,EUR_HE0540,276.46816552651256
CZ,EUR_HE055,397.51379131094495
CZ,EUR_HE0561,1151.3198697121225
CZ,EUR_HE0562,432.3996494207132
CZ,EUR_HE061,1738.7870166321163
CZ,EUR_HE062,234.54988290150965
CZ,EUR_HE0630,234.54988290150965
CZ,EUR_HE071,174.23255391946287
CZ,EUR_HE0721,176.01365055992306
CZ,EUR_HE0722,730.2745763682393
CZ,EUR_HE0723,202.96687267630165
CZ,EUR_HE0724,596.2870064157275
CZ,EUR_HE0731,1182.5269206201672
CZ,EUR_HE0732,1281.017938937975
CZ,EUR_HE0733,1014.7203000576937
CZ,EUR_HE0734,598.0823843426595
CZ,EUR_HE0735,1269.905608571756
CZ,EUR_HE0736,1370.1958202000922
CZ,EUR_HE08,231.7228823254542
CZ,EUR_HE091,191.94733556421244
CZ,EUR_HE092,644.9620685007437
CZ,EUR_HE093,230.56529385053872
CZ,EUR_HE094,239.82478287002397
CZ,EUR_HE095,174.05172824816253
CZ,EUR_HE0960,1036.4396243628166
CZ,EUR_HE10,243.83130068022615
CZ,EUR_HE111,577.7008476742269
CZ,EUR_HE1120,577.7008476742269
CZ,EUR_HE121,251.05736639307102
CZ,EUR_HE1231,251.1569275575739
CZ,EUR_HE1232,184.2879052359408
CZ,EUR_HE1240,12.357886589915076
CZ,EUR_HE125,114.0771178793241
CZ,EUR_HE1262,199.64122293289498
CZ,EUR_HE1270,252.993741158311
DE,EUR_HE0111,5117.310430535388
DE,EUR_HE0112,1897.0225135682163
DE,EUR_HE0113,1200.1386569657582
DE,EUR_HE0114,2062.7411085877907
DE,EUR_HE0115,1525.0425459777096
DE,EUR_HE0116,5271.167076776754
DE,EUR_HE0117,5271.167076776754
DE,EUR_HE0118,2037.9979023571202
DE,EUR_HE0119,4955.736722565795
DE,EUR_HE012,3382.344738795333
DE,EUR_HE021,3382.344738795333
DE,EUR_HE0220,565.782621447837
DE,EUR_HE031,3759.991531093555
DE,EUR_HE032,2071.1960359657105
DE,EUR_HE041,14211.78263127948
DE,EUR_HE042,14211.78263127948
DE,EUR_HE043,20874.42095789717
DE,EUR_HE044,3060.7702413675142
DE,EUR_HE0451,15385.573146581663
DE,EUR_HE0452,14691.772409047586
DE,EUR_HE0453,701.0387509510898
DE,EUR_HE0454,2470.994600552212
DE,EUR_HE0455,20315.63015772758
DE,EUR_HE0511,3635.684565360471
DE,EUR_HE0512,3975.587637261917
DE,EUR_HE0513,3409.0800348136704
DE,EUR_HE0520,4658.771841604982
DE,EUR_HE053,4149.4789895720805
DE,EUR_HE0540,2379.244421221283
DE,EUR_HE055,3402.454345894391
DE,EUR_HE0561,13214.551194547119
DE,EUR_HE0562,4230.002013452843
DE,EUR_HE061,19399.534397020994
DE,EUR_HE062,6436.407825205311
DE,EUR_HE0630,6436.407825205311
DE,EUR_HE071,2341.976229797053
DE,EUR_HE0721,3193.647597400895
DE,EUR_HE0722,12961.410942342467
DE,EUR_HE0723,1981.6938170760238
DE,EUR_HE0724,5026.329003611617
DE,EUR_HE0731,3567.001827376244
DE,EUR_HE0732,2905.597487708255
DE,EUR_HE0733,29499.195595807858
DE,EUR_HE0734,19010.467101841932
DE,EUR_HE0735,2111.0802278870065
DE,EUR_HE0736,3113.9724795155876
DE,EUR_HE08,2200.215412809837
DE,EUR_HE091,2588.1574789373913
DE,EUR_HE092,7695.962910976746
DE,EUR_HE093,3619.6772103992225
DE,EUR_HE094,5157.211360344375
DE,EUR_HE095,3930.6414189552856
DE,EUR_HE0960,5705.915837492559
DE,EUR_HE10,4532.4500504327125
DE,EUR_HE111,3167.293546314486
DE,EUR_HE1120,3167.293546314486
DE,EUR_HE121,6164.480685183078
DE,EUR_HE1231,2870.844090051194
DE,EUR_HE1232,4064.678677791282
DE,EUR_HE1240,551.6755620385983
DE,EUR_HE125,2145.5568875257136
DE,EUR_HE1262,1912.0853289569523
DE,EUR_HE1270,2885.9113388728692
DK,EUR_HE0111,276.4709470590328
DK,EUR_HE0112,142.69679224014465
DK,EUR_HE0113,296.59133125739623
DK,EUR_HE0114,113.12148497659065
DK,EUR_HE0115,93.86852917751699
DK,EUR_HE0116,264.41699030121487
DK,EUR_HE0117,264.41699030121487
DK,EUR_HE0118,99.94276503410399
DK,EUR_HE0119,226.37924165695878
DK,EUR_HE012,175.67858347726775
DK,EUR_HE021,175.67858347726775
DK,EUR_HE0220,40.62367335277624
DK,EUR_HE031,232.15594342013534
DK,EUR_HE032,115.24316054433623
DK,EUR_HE041,148.0993716162998
DK,EUR_HE042,148.0993716162998
DK,EUR_HE043,237.2702375316818
DK,EUR_HE044,226.29538378926577
DK,EUR_HE0451,440.6844009924098
DK,EUR_HE0452,1218.907423209337
DK,EUR_HE0453,67.50531622641549
DK,EUR_HE0454,279.6581026196427
DK,EUR_HE0455,8767.933374087392
DK,EUR_HE0511,271.1377717637216
DK,EUR_HE0512,277.492656233048
DK,EUR_HE0513,470.0401494351074
DK,EUR_HE0520,305.6346594417539
DK,EUR_HE053,236.36326321458714
DK,EUR_HE0540,254.7885013076247
DK,EUR_HE055,220.17783077786146
DK,EUR_HE0561,580.5157165740393
DK,EUR_HE0562,226.49721110391553
DK,EUR_HE061,808.2991077031263
DK,EUR_HE062,156.40957547751543
DK,EUR_HE0630,156.40957547751543
DK,EUR_HE071,74.1825849624988
DK,EUR_HE0721,124.50939078919072
DK,EUR_HE0722,740.6406912468635
DK,EUR_HE0723,71.09967403413614
DK,EUR_HE0724,290.27582450604734
DK,EUR_HE0731,201.08832623146256
DK,EUR_HE0732,337.96897617719776
DK,EUR_HE0733,1907.7006421020792
DK,EUR_HE0734,10661.102037218556
DK,EUR_HE0735,262.4184628982012
DK,EUR_HE0736,309.7377625520768
DK,EUR_HE08,89.6855516541811
DK,EUR_HE091,194.58702587318618
DK,EUR_HE092,169.68343606313738
DK,EUR_HE093,182.87737752341334
DK,EUR_HE094,83.71291803069288
DK,EUR_HE095,134.88939337381555
DK,EUR_HE0960,616.3856058171657
DK,EUR_HE10,99.08156030025448
DK,EUR_HE111,393.0887401041848
DK,EUR_HE1120,393.0887401041848
DK,EUR_HE121,160.04474979703113
DK,EUR_HE1231,198.94516132951222
DK,EUR_HE1232,166.32088793997426
DK,EUR_HE1240,10.467114071272224
DK,EUR_HE125,55.30990387149343
DK,EUR_HE1262,82.97560027272775
DK,EUR_HE1270,71.71333190923369
EE,EUR_HE0111,129.64730237875372
EE,EUR_HE0112,34.17162463182552
EE,EUR_HE0113,10.244063686322813
EE,EUR_HE0114,42.21021915318033
EE,EUR_HE0115,27.091555470408977
EE,EUR_HE0116,54.43198809907388
EE,EUR_HE0117,54.43198809907388
EE,EUR_HE0118,45.63823894017523
EE,EUR_HE0119,128.68671519290547
EE,EUR_HE012,73.6254226227279
EE,EUR_HE021,73.6254226227279
EE,EUR_HE0220,2.9869414553346756
EE,EUR_HE031,21.002109772790842
EE,EUR_HE032,8.785403563409117
EE,EUR_HE041,179.25918549416704
EE,EUR_HE042,179.25918549416704
EE,EUR_HE043,65.13482266424968
EE,EUR_HE044,104.86370495875686
EE,EUR_HE0451,513.8040566589153
EE,EUR_HE0452,721.2590204529383
EE,EUR_HE0453,32.434547928234686
EE,EUR_HE0454,38.59675037120374
EE,EUR_HE0455,2013.2015425460124
EE,EUR_HE0511,22.671535009591597
EE,EUR_HE0512,25.85207227400622
EE,EUR_HE0513,21.218069106910455
EE,EUR_HE0520,30.68659646555906
EE,EUR_HE053,26.761345887171792
EE,EUR_HE0540,16.34855135911575
EE,EUR_HE055,21.969086070556415
EE,EUR_HE0561,77.44659488146853
EE,EUR_HE0562,66.7767124355086
EE,EUR_HE061,111.2174757670507
EE,EUR_HE062,10.228977998696294
EE,EUR_HE0630,10.228977998696294
EE,EUR_HE071,17.337043284373685
EE,EUR_HE0721,29.848743779920625
EE,EUR_HE0722,127.32700824390452
EE,EUR_HE0723,17.62799444449199
EE,EUR_HE0724,73.80686173813775
EE,EUR_HE0731,94.72553831009307
EE,EUR_HE0732,34.20416632516444
EE,EUR_HE0733,125.14820222062467
EE,EUR_HE0734,106.76330365833604
EE,EUR_HE0735,30.283894412359714
EE,EUR_HE0736,37.19856716100555
EE,EUR_HE08,14.44672632723844
EE,EUR_HE091,18.450644823055733
EE,EUR_HE092,25.051604482513476
EE,EUR_HE093,23.157924226483882
EE,EUR_HE094,8.902283655880948
EE,EUR_HE095,58.34082432103372
EE,EUR_HE0960,43.397904469292484
EE,EUR_HE10,14.568074297603664
EE,EUR_HE111,23.975582140438433
EE,EUR_HE1120,23.975582140438433
EE,EUR_HE121,11.617417668239536
EE,EUR_HE1231,16.2596858923081
EE,EUR_HE1232,53.25011971417921
EE,EUR_HE1240,0.6328633726054388
EE,EUR_HE125,4.740509852342752
EE,EUR_HE1262,7.766129417196817
EE,EUR_HE1270,10.53465379876301
ES,EUR_HE0111,2236.1094021875983
ES,EUR_HE0112,643.3231524816565
ES,EUR_HE0113,1409.1571872818213
ES,EUR_HE0114,294.4242583559762
ES,EUR_HE0115,336.95560354341734
ES,EUR_HE0116,4702.665658141049
ES,EUR_HE0117,4702.665658141049
ES,EUR_HE0118,515.056869794956
ES,EUR_HE0119,2131.32409658474
ES,EUR_HE012,1631.7796023371702
ES,EUR_HE021,1631.7796023371702
ES,EUR_HE0220,2047.0510309011702
ES,EUR_HE031,1874.957483334062
ES,EUR_HE032,1420.732646402305
ES,EUR_HE041,1292.6080144695834
ES,EUR_HE042,1292.6080144695834
ES,EUR_HE043,2409.3793636725522
ES,EUR_HE044,1699.035962595037
ES,EUR_HE0451,5933.697840700629
ES,EUR_HE0452,6035.68715288683
ES,EUR_HE0453,505.4451848322878
ES,EUR_HE0454,2821.433436032307
ES,EUR_HE0455,4182.9102227097255
ES,EUR_HE0511,6972.8057843159495
ES,EUR_HE0512,4477.564989639096
ES,EUR_HE0513,4980.746590270534
ES,EUR_HE0520,1722.7150341763277
ES,EUR_HE053,1579.561688423689
ES,EUR_HE0540,2774.118630565366
ES,EUR_HE055,3412.2517788545556
ES,EUR_HE0561,6027.377097422856
ES,EUR_HE0562,641.9900380044397
ES,EUR_HE061,8472.259259932032
ES,EUR_HE062,865.1141894891982
ES,EUR_HE0630,865.1141894891982
ES,EUR_HE071,688.4005962711338
ES,EUR_HE0721,945.2326106153492
ES,EUR_HE0722,5341.0001822776685
ES,EUR_HE0723,1090.4020708250293
ES,EUR_HE0724,1223.1694902585232
ES,EUR_HE0731,1994.037126760918
ES,EUR_HE0732,1374.3716678928506
ES,EUR_HE0733,9912.359927573723
ES,EUR_HE0734,4385.114124771515
ES,EUR_HE0735,1209.4935660955462
ES,EUR_HE0736,1297.58222915129
ES,EUR_HE08,543.7391837187813
ES,EUR_HE091,686.0454057950086
ES,EUR_HE092,2898.7306260849264
ES,EUR_HE093,4121.535757615933
ES,EUR_HE094,1786.4010487087933
ES,EUR_HE095,1042.4388004989198
ES,EUR_HE0960,2107.8516532606286
ES,EUR_HE10,752.3917031779706
ES,EUR_HE111,1808.2947961367652
ES,EUR_HE1120,1808.2947961367652
ES,EUR_HE121,904.432055618395
ES,EUR_HE1231,4277.0341265807665
ES,EUR_HE1232,1167.6668623639594
ES,EUR_HE1240,38.08718259643875
ES,EUR_HE125,261.94802051563096
ES,EUR_HE1262,383.85245115223324
ES,EUR_HE1270,501.88408175387553
FI,EUR_HE0111,269.36119169640284
FI,EUR_HE0112,93.07411510467338
FI,EUR_HE0113,78.82539480664406
FI,EUR_HE0114,111.99713178258841
FI,EUR_HE0115,84.15664029694804
FI,EUR_HE0116,357.963571344512
FI,EUR_HE0117,357.963571344512
FI,EUR_HE0118,98.91563395991392
FI,EUR_HE0119,249.81261253236676
FI,EUR_HE012,177.192480152457
FI,EUR_HE021,177.192480152457
FI,EUR_HE0220,24.739729477016812
FI,EUR_HE031,180.7422312228926
FI,EUR_HE032,81.36291777981444
FI,EUR_HE041,1781.6082823296076
FI,EUR_HE042,1781.6082823296076
FI,EUR_HE043,729.6335502950186
FI,EUR_HE044,365.71884326540237
FI,EUR_HE0451,926.7896873600638
FI,EUR_HE0452,5828.673809812772
FI,EUR_HE0453,131.90656177368416
FI,EUR_HE0454,338.7375421826312
FI,EUR_HE0455,12281.727837720638
FI,EUR_HE0511,313.84244198429644
FI,EUR_HE0512,321.70914254993977
FI,EUR_HE0513,266.2122629233419
FI,EUR_HE0520,253.71941958780064
FI,EUR_HE053,248.24948811356512
FI,EUR_HE0540,205.66106330930356
FI,EUR_HE055,286.13128794623054
FI,EUR_HE0561,1356.9462407828426
FI,EUR_HE0562,376.2438085831057
FI,EUR_HE061,2029.2731258626955
FI,EUR_HE062,78.57893697980239
FI,EUR_HE0630,78.57893697980239
FI,EUR_HE071,191.65694112480656
FI,EUR_HE0721,517.5694696932457
FI,EUR_HE0722,1070.0856795651832
FI,EUR_HE0723,84.64084814206612
FI,EUR_HE0724,416.51660650072375
FI,EUR_HE0731,239.97734433221052
FI,EUR_HE0732,276.9505122982043
FI,EUR_HE0733,2613.1773488945205
FI,EUR_HE0734,1631.6223966702394
FI,EUR_HE0735,251.14915624188197
FI,EUR_HE0736,319.2219706279909
FI,EUR_HE08,349.76135513513947
FI,EUR_HE091,434.20587652951576
FI,EUR_HE092,469.29652068891914
